Experiment,Test F1 Macro,Test Accuracy,Test AUC,Test Recall,Threshold
MLP_s49_a0.01_lr0.0005,0.6349,0.6522,0.5397,0.6349,0.49
MLP_s195_a0.05_lr0.0005,0.6349,0.6522,0.5635,0.6349,0.43
MLP_s56_a0.001_lr0.001,0.6349,0.6522,0.5794,0.6349,0.48
MLP_s194_a0.001_lr0.0005,0.6349,0.6522,0.5635,0.6349,0.36
MLP_s194_a0.01_lr0.0005,0.6349,0.6522,0.5556,0.6349,0.37
MLP_s194_a0.05_lr0.0005,0.6349,0.6522,0.5714,0.6349,0.39
MLP_s195_a0.05_lr0.001,0.6349,0.6522,0.5556,0.6349,0.41
K120|border|a0.01|s13,0.6349,0.6522,0.5635,0.6349,0.3
MLP_s54_a0.05_lr0.001,0.6349,0.6522,0.5079,0.6349,0.49
MLP_s266_a0.05_lr0.001,0.6349,0.6522,0.5,0.6349,0.42
MLP_s26_a0.05_lr0.001,0.6349,0.6522,0.5,0.6349,0.43
MLP_s26_a0.05_lr0.0005,0.6349,0.6522,0.5317,0.6349,0.43
MLP_s135_a0.05_lr0.0005,0.6349,0.6522,0.627,0.6349,0.38
MLP_s135_a0.001_lr0.001,0.6349,0.6522,0.5952,0.6349,0.37
MLP_s26_a0.01_lr0.0005,0.6349,0.6522,0.5238,0.6349,0.43
MLP_s26_a0.01_lr0.001,0.6349,0.6522,0.5,0.6349,0.43
MLP_s37_a0.001_lr0.0005,0.6349,0.6522,0.5714,0.6349,0.47
MLP_s213_a0.05_lr0.0005,0.6349,0.6522,0.5397,0.6349,0.46
MLP_s102_a0.001_lr0.0005,0.6349,0.6522,0.5476,0.6349,0.39
MLP_s102_a0.01_lr0.0005,0.6349,0.6522,0.5476,0.6349,0.39
MLP_s102_a0.05_lr0.0005,0.6349,0.6522,0.5476,0.6349,0.39
MLP_s134_a0.05_lr0.0005,0.6349,0.6522,0.5952,0.6349,0.55
K200|border|a0.001|s76,0.6349,0.6522,0.5238,0.6349,0.45
K200|border|a0.001|s0,0.6349,0.6522,0.5714,0.6349,0.52
MLP_s26_a0.001_lr0.0005,0.6349,0.6522,0.5317,0.6349,0.43
MLP_s26_a0.001_lr0.001,0.6349,0.6522,0.5,0.6349,0.43
MLP_s175_a0.05_lr0.001,0.6349,0.6522,0.5317,0.6349,0.4
SM_K80|border|s76|a0.05,0.6349,0.6522,0.5397,0.6349,0.32
SM_K80|border|s76|a0.01,0.6349,0.6522,0.5397,0.6349,0.3
MLP_s11_a0.01_lr0.001,0.6349,0.6522,0.5397,0.6349,0.44
MLP_s11_a0.05_lr0.001,0.6349,0.6522,0.5317,0.6349,0.44
MLP_s175_a0.01_lr0.001,0.6349,0.6522,0.5317,0.6349,0.39
MLP_s175_a0.001_lr0.001,0.6349,0.6522,0.5317,0.6349,0.4
MLP_s218_a0.001_lr0.0005,0.6349,0.6522,0.5476,0.6349,0.47
MLP_s11_a0.001_lr0.001,0.6349,0.6522,0.5397,0.6349,0.44
SM_K80|border|s76|a0.001,0.6349,0.6522,0.5397,0.6349,0.31
MLP_s162_a0.01_lr0.001,0.6349,0.6522,0.5873,0.6349,0.49
K200|border|a0.01|s76,0.6349,0.6522,0.5238,0.6349,0.45
K80|adasyn|a0.01|s13,0.6349,0.6522,0.5794,0.6349,0.32
K80|adasyn|a0.05|s13,0.6349,0.6522,0.5794,0.6349,0.32
K70|enn|a0.001|s13,0.6349,0.6522,0.6111,0.6349,0.52
SM_K120|smote|s0|a0.05,0.6349,0.6522,0.5238,0.6349,0.5
MLP_s213_a0.001_lr0.0005,0.6349,0.6522,0.5476,0.6349,0.46
MLP_s213_a0.01_lr0.0005,0.6349,0.6522,0.5397,0.6349,0.46
K130|tomek|a0.05|s13,0.6349,0.6522,0.5714,0.6349,0.51
K130|tomek|a0.05|s42,0.6349,0.6522,0.5873,0.6349,0.5
MLP_s40_a0.05_lr0.001,0.6349,0.6522,0.5714,0.6349,0.41
MLP_s40_a0.01_lr0.001,0.6349,0.6522,0.5794,0.6349,0.41
MLP_s37_a0.01_lr0.0005,0.6349,0.6522,0.5714,0.6349,0.47
MLP_s37_a0.05_lr0.0005,0.6349,0.6522,0.5873,0.6349,0.46
MLP_s201_a0.01_lr0.0005,0.6349,0.6522,0.5556,0.6349,0.46
MLP_s201_a0.05_lr0.0005,0.6349,0.6522,0.5556,0.6349,0.46
MLP_s201_a0.001_lr0.0005,0.6349,0.6522,0.5556,0.6349,0.46
MLP_s85_a0.001_lr0.0005,0.6349,0.6522,0.5079,0.6349,0.38
K200|border|a0.05|s0,0.6349,0.6522,0.5635,0.6349,0.52
K200|border|a0.01|s0,0.6349,0.6522,0.5635,0.6349,0.52
MLP_s85_a0.01_lr0.0005,0.6349,0.6522,0.5159,0.6349,0.39
MLP_s85_a0.05_lr0.0005,0.6349,0.6522,0.5079,0.6349,0.39
MLP_s83_a0.01_lr0.001,0.6349,0.6522,0.5714,0.6349,0.45
MLP_s83_a0.05_lr0.001,0.6349,0.6522,0.5714,0.6349,0.44
MLP_s83_a0.001_lr0.001,0.6349,0.6522,0.5714,0.6349,0.45
MLP_s243_a0.05_lr0.0005,0.6349,0.6522,0.4603,0.6349,0.48
MLP_s274_a0.001_lr0.0005,0.6247,0.6957,0.5714,0.631,0.51
MLP_s283_a0.05_lr0.0005,0.6247,0.6957,0.5159,0.631,0.52
MLP_s283_a0.01_lr0.0005,0.6247,0.6957,0.5159,0.631,0.52
MLP_s283_a0.001_lr0.0005,0.6247,0.6957,0.5159,0.631,0.52
MLP_s63_a0.001_lr0.0005,0.6247,0.6957,0.5238,0.631,0.56
MLP_s274_a0.05_lr0.0005,0.6247,0.6957,0.5714,0.631,0.51
MLP_s171_a0.01_lr0.0005,0.6247,0.6957,0.5317,0.631,0.63
SM_K150|border|s99|a0.01,0.6247,0.6957,0.4206,0.631,0.69
K110|adasyn|a0.01|s99,0.6247,0.6957,0.5873,0.631,0.6
MLP_s105_a0.01_lr0.0005,0.6247,0.6957,0.5238,0.631,0.46
MLP_s105_a0.05_lr0.0005,0.6247,0.6957,0.5238,0.631,0.46
K110|adasyn|a0.001|s99,0.6247,0.6957,0.5952,0.631,0.6
K130|smote|a0.01|s76,0.6247,0.6957,0.4683,0.631,0.49
K130|smote|a0.001|s76,0.6247,0.6957,0.4683,0.631,0.49
K120|enn|a0.05|s99,0.6247,0.6957,0.619,0.631,0.82
K130|tomek|a0.01|s76,0.6247,0.6957,0.4841,0.631,0.49
K130|tomek|a0.001|s76,0.6247,0.6957,0.4841,0.631,0.49
MLP_s122_a0.05_lr0.001,0.6247,0.6957,0.381,0.631,0.51
MLP_s122_a0.05_lr0.0005,0.6247,0.6957,0.3889,0.631,0.54
MLP_s122_a0.01_lr0.001,0.6247,0.6957,0.381,0.631,0.51
MLP_s122_a0.001_lr0.001,0.6247,0.6957,0.373,0.631,0.51
MLP_s122_a0.001_lr0.0005,0.6247,0.6957,0.3889,0.631,0.54
MLP_s122_a0.01_lr0.0005,0.6247,0.6957,0.3889,0.631,0.54
MLP_s52_a0.05_lr0.001,0.6247,0.6957,0.6032,0.631,0.67
K120|enn|a0.01|s99,0.6247,0.6957,0.6111,0.631,0.81
MLP_s255_a0.05_lr0.001,0.6247,0.6957,0.5397,0.631,0.54
MLP_s57_a0.001_lr0.001,0.6247,0.6957,0.5794,0.631,0.44
MLP_s57_a0.05_lr0.001,0.6247,0.6957,0.5714,0.631,0.44
K120|smote|a0.05|s42,0.6247,0.6957,0.4444,0.631,0.52
K120|smote|a0.001|s42,0.6247,0.6957,0.4444,0.631,0.52
K120|smote|a0.01|s42,0.6247,0.6957,0.4365,0.631,0.52
MLP_s274_a0.01_lr0.0005,0.6247,0.6957,0.5714,0.631,0.51
MLP_s57_a0.01_lr0.001,0.6247,0.6957,0.5794,0.631,0.44
MLP_s52_a0.001_lr0.0005,0.6247,0.6957,0.6032,0.631,0.64
MLP_s52_a0.01_lr0.0005,0.6247,0.6957,0.6032,0.631,0.64
MLP_s52_a0.001_lr0.001,0.6247,0.6957,0.5873,0.631,0.7
K130|smote|a0.05|s76,0.6247,0.6957,0.4683,0.631,0.49
MLP_s117_a0.001_lr0.0005,0.6247,0.6957,0.4048,0.631,0.62
K120|enn|a0.001|s99,0.6247,0.6957,0.6111,0.631,0.82
MLP_s117_a0.05_lr0.0005,0.6247,0.6957,0.4127,0.631,0.64
MLP_s117_a0.01_lr0.0005,0.6247,0.6957,0.4048,0.631,0.63
SM_K100|border|s42|a0.05,0.6247,0.6957,0.4365,0.631,0.51
MLP_s165_a0.01_lr0.001,0.6247,0.6957,0.4762,0.631,0.53
MLP_s190_a0.001_lr0.0005,0.6247,0.6957,0.5476,0.631,0.56
SM_K100|smote|s42|a0.001,0.6247,0.6957,0.4365,0.631,0.56
MLP_s6_a0.05_lr0.001,0.6247,0.6957,0.5794,0.631,0.5
MLP_s6_a0.05_lr0.0005,0.6247,0.6957,0.6111,0.631,0.48
MLP_s6_a0.01_lr0.001,0.6247,0.6957,0.5873,0.631,0.5
MLP_s6_a0.01_lr0.0005,0.6247,0.6957,0.6111,0.631,0.48
MLP_s6_a0.001_lr0.001,0.6247,0.6957,0.5873,0.631,0.5
MLP_s6_a0.001_lr0.0005,0.6247,0.6957,0.6111,0.631,0.48
MLP_s165_a0.05_lr0.001,0.6247,0.6957,0.4841,0.631,0.53
MLP_s190_a0.001_lr0.001,0.6247,0.6957,0.5714,0.631,0.56
MLP_s190_a0.01_lr0.0005,0.6247,0.6957,0.5476,0.631,0.56
MLP_s190_a0.05_lr0.0005,0.6247,0.6957,0.5556,0.631,0.56
MLP_s191_a0.001_lr0.0005,0.6247,0.6957,0.4921,0.631,0.56
SM_K100|border|s42|a0.001,0.6247,0.6957,0.4365,0.631,0.52
SM_K100|border|s42|a0.01,0.6247,0.6957,0.4365,0.631,0.52
SM_K100|smote|s42|a0.05,0.6247,0.6957,0.4444,0.631,0.55
SM_K100|smote|s42|a0.01,0.6247,0.6957,0.4444,0.631,0.56
K110|adasyn|a0.05|s99,0.6247,0.6957,0.5873,0.631,0.6
MLP_s64_a0.01_lr0.0005,0.6247,0.6957,0.5476,0.631,0.53
MLP_s63_a0.05_lr0.0005,0.6247,0.6957,0.5238,0.631,0.56
MLP_s63_a0.01_lr0.0005,0.6247,0.6957,0.5238,0.631,0.56
MLP_s39_a0.01_lr0.0005,0.6247,0.6957,0.5317,0.631,0.62
MLP_s39_a0.001_lr0.001,0.6247,0.6957,0.5079,0.631,0.63
MLP_s39_a0.01_lr0.001,0.6247,0.6957,0.5079,0.631,0.63
MLP_s39_a0.05_lr0.0005,0.6247,0.6957,0.5317,0.631,0.62
K130|tomek|a0.05|s76,0.6247,0.6957,0.4841,0.631,0.49
MLP_s39_a0.05_lr0.001,0.6247,0.6957,0.5079,0.631,0.63
MLP_s129_a0.001_lr0.001,0.6247,0.6957,0.6111,0.631,0.56
MLP_s129_a0.01_lr0.0005,0.6247,0.6957,0.6032,0.631,0.56
MLP_s129_a0.001_lr0.0005,0.6247,0.6957,0.6032,0.631,0.56
K100|adasyn|a0.01|s13,0.6247,0.6957,0.6032,0.631,0.49
K90|enn|a0.01|s42,0.6247,0.6957,0.5476,0.631,0.62
K90|enn|a0.01|s0,0.6247,0.6957,0.5635,0.631,0.66
MLP_s217_a0.001_lr0.001,0.6247,0.6957,0.4841,0.631,0.58
MLP_s105_a0.001_lr0.0005,0.6247,0.6957,0.5238,0.631,0.46
MLP_s294_a0.01_lr0.0005,0.6247,0.6957,0.5079,0.631,0.62
MLP_s294_a0.05_lr0.0005,0.6247,0.6957,0.5079,0.631,0.62
K90|enn|a0.05|s0,0.6247,0.6957,0.5635,0.631,0.66
K90|enn|a0.05|s42,0.6247,0.6957,0.5476,0.631,0.62
MLP_s88_a0.05_lr0.001,0.6247,0.6957,0.5238,0.631,0.57
K90|enn|a0.001|s42,0.6247,0.6957,0.5476,0.631,0.62
K130|enn|a0.05|s0,0.6247,0.6957,0.5079,0.631,0.8
MLP_s38_a0.001_lr0.0005,0.6247,0.6957,0.5079,0.631,0.57
K130|enn|a0.001|s0,0.6247,0.6957,0.5079,0.631,0.81
MLP_s38_a0.01_lr0.0005,0.6247,0.6957,0.5079,0.631,0.57
K130|enn|a0.01|s0,0.6247,0.6957,0.5079,0.631,0.81
MLP_s213_a0.01_lr0.001,0.6247,0.6957,0.5397,0.631,0.51
MLP_s213_a0.05_lr0.001,0.6247,0.6957,0.5397,0.631,0.51
MLP_s217_a0.001_lr0.0005,0.6247,0.6957,0.4921,0.631,0.6
MLP_s212_a0.001_lr0.0005,0.6247,0.6957,0.5079,0.631,0.61
MLP_s213_a0.001_lr0.001,0.6247,0.6957,0.5397,0.631,0.51
MLP_s212_a0.01_lr0.0005,0.6247,0.6957,0.5079,0.631,0.61
MLP_s212_a0.05_lr0.0005,0.6247,0.6957,0.5079,0.631,0.61
MLP_s238_a0.01_lr0.0005,0.6247,0.6957,0.5556,0.631,0.5
MLP_s238_a0.05_lr0.0005,0.6247,0.6957,0.5556,0.631,0.5
MLP_s129_a0.01_lr0.001,0.6247,0.6957,0.6111,0.631,0.56
MLP_s129_a0.05_lr0.0005,0.6247,0.6957,0.619,0.631,0.56
MLP_s39_a0.001_lr0.0005,0.6247,0.6957,0.5317,0.631,0.62
MLP_s38_a0.05_lr0.0005,0.6247,0.6957,0.5079,0.631,0.57
K200|tomek|a0.01|s42,0.6247,0.6957,0.4603,0.631,0.54
MLP_s230_a0.05_lr0.0005,0.6247,0.6957,0.4603,0.631,0.54
MLP_s230_a0.01_lr0.0005,0.6247,0.6957,0.4603,0.631,0.54
MLP_s230_a0.001_lr0.0005,0.6247,0.6957,0.4603,0.631,0.54
K200|adasyn|a0.01|s76,0.6247,0.6957,0.5873,0.631,0.56
K200|adasyn|a0.001|s76,0.6247,0.6957,0.5873,0.631,0.56
MLP_s191_a0.05_lr0.001,0.6247,0.6957,0.5,0.631,0.59
MLP_s191_a0.05_lr0.0005,0.6247,0.6957,0.4921,0.631,0.56
MLP_s191_a0.01_lr0.001,0.6247,0.6957,0.5,0.631,0.59
K200|adasyn|a0.05|s76,0.6247,0.6957,0.5873,0.631,0.56
MLP_s88_a0.05_lr0.0005,0.6247,0.6957,0.5238,0.631,0.54
MLP_s294_a0.001_lr0.0005,0.6247,0.6957,0.5079,0.631,0.62
MLP_s88_a0.01_lr0.001,0.6247,0.6957,0.5238,0.631,0.57
MLP_s88_a0.01_lr0.0005,0.6247,0.6957,0.5238,0.631,0.54
K90|border|a0.01|s76,0.6247,0.6957,0.5714,0.631,0.57
MLP_s88_a0.001_lr0.001,0.6247,0.6957,0.5238,0.631,0.57
MLP_s88_a0.001_lr0.0005,0.6247,0.6957,0.5317,0.631,0.54
K90|border|a0.05|s76,0.6247,0.6957,0.5794,0.631,0.57
K90|enn|a0.001|s0,0.6247,0.6957,0.5635,0.631,0.66
K90|border|a0.001|s76,0.6247,0.6957,0.5714,0.631,0.57
MLP_s191_a0.01_lr0.0005,0.6247,0.6957,0.4921,0.631,0.57
MLP_s191_a0.001_lr0.001,0.6247,0.6957,0.5,0.631,0.59
MLP_s15_a0.001_lr0.0005,0.6247,0.6957,0.4841,0.631,0.53
MLP_s95_a0.001_lr0.0005,0.6247,0.6957,0.5079,0.631,0.59
K70|enn|a0.001|s76,0.6247,0.6957,0.5079,0.631,0.54
MLP_s95_a0.05_lr0.001,0.6247,0.6957,0.4762,0.631,0.59
MLP_s95_a0.001_lr0.001,0.6247,0.6957,0.4762,0.631,0.59
MLP_s95_a0.01_lr0.0005,0.6247,0.6957,0.5079,0.631,0.59
MLP_s95_a0.01_lr0.001,0.6247,0.6957,0.4762,0.631,0.59
MLP_s95_a0.05_lr0.0005,0.6247,0.6957,0.5079,0.631,0.59
MLP_s15_a0.05_lr0.0005,0.6247,0.6957,0.4841,0.631,0.53
MLP_s217_a0.05_lr0.0005,0.6247,0.6957,0.4921,0.631,0.6
MLP_s217_a0.01_lr0.0005,0.6247,0.6957,0.4921,0.631,0.6
MLP_s217_a0.01_lr0.001,0.6247,0.6957,0.4841,0.631,0.58
MLP_s217_a0.05_lr0.001,0.6247,0.6957,0.4841,0.631,0.58
MLP_s165_a0.001_lr0.001,0.6247,0.6957,0.4762,0.631,0.53
SM_K150|border|s99|a0.05,0.6247,0.6957,0.4206,0.631,0.69
SM_K150|border|s99|a0.001,0.6247,0.6957,0.4206,0.631,0.69
SM_K150|enn|s13|a0.05,0.6167,0.6522,0.5952,0.6151,0.58
SM_K150|enn|s13|a0.01,0.6167,0.6522,0.5952,0.6151,0.58
SM_K150|enn|s13|a0.001,0.6167,0.6522,0.6032,0.6151,0.58
MLP_s218_a0.05_lr0.001,0.6167,0.6522,0.5397,0.6151,0.49
MLP_s218_a0.01_lr0.001,0.6167,0.6522,0.5397,0.6151,0.49
MLP_s218_a0.001_lr0.001,0.6167,0.6522,0.5397,0.6151,0.49
MLP_s220_a0.05_lr0.0005,0.6167,0.6522,0.4841,0.6151,0.48
MLP_s220_a0.001_lr0.001,0.6167,0.6522,0.4762,0.6151,0.44
MLP_s128_a0.01_lr0.001,0.6167,0.6522,0.5476,0.6151,0.51
MLP_s128_a0.001_lr0.001,0.6167,0.6522,0.5476,0.6151,0.51
MLP_s132_a0.05_lr0.0005,0.6167,0.6522,0.4286,0.6151,0.44
MLP_s231_a0.01_lr0.0005,0.6167,0.6522,0.5,0.6151,0.53
MLP_s231_a0.001_lr0.0005,0.6167,0.6522,0.5,0.6151,0.53
MLP_s128_a0.05_lr0.001,0.6167,0.6522,0.5476,0.6151,0.51
MLP_s240_a0.01_lr0.0005,0.6167,0.6522,0.5794,0.6151,0.38
MLP_s240_a0.001_lr0.0005,0.6167,0.6522,0.5794,0.6151,0.38
MLP_s246_a0.05_lr0.001,0.6167,0.6522,0.5317,0.6151,0.55
MLP_s246_a0.01_lr0.001,0.6167,0.6522,0.5317,0.6151,0.55
MLP_s246_a0.001_lr0.001,0.6167,0.6522,0.5317,0.6151,0.54
MLP_s119_a0.001_lr0.0005,0.6167,0.6522,0.5556,0.6151,0.48
MLP_s265_a0.001_lr0.0005,0.6167,0.6522,0.5238,0.6151,0.44
MLP_s208_a0.05_lr0.001,0.6167,0.6522,0.5397,0.6151,0.44
MLP_s208_a0.05_lr0.0005,0.6167,0.6522,0.5159,0.6151,0.49
MLP_s208_a0.01_lr0.001,0.6167,0.6522,0.5397,0.6151,0.44
MLP_s208_a0.01_lr0.0005,0.6167,0.6522,0.5159,0.6151,0.49
MLP_s208_a0.001_lr0.001,0.6167,0.6522,0.5397,0.6151,0.44
MLP_s208_a0.001_lr0.0005,0.6167,0.6522,0.5159,0.6151,0.49
MLP_s265_a0.05_lr0.001,0.6167,0.6522,0.5079,0.6151,0.5
MLP_s265_a0.05_lr0.0005,0.6167,0.6522,0.5317,0.6151,0.44
MLP_s265_a0.01_lr0.001,0.6167,0.6522,0.5079,0.6151,0.51
MLP_s265_a0.01_lr0.0005,0.6167,0.6522,0.5238,0.6151,0.44
MLP_s111_a0.01_lr0.001,0.6167,0.6522,0.5714,0.6151,0.37
MLP_s111_a0.001_lr0.001,0.6167,0.6522,0.5714,0.6151,0.39
MLP_s289_a0.01_lr0.0005,0.6167,0.6522,0.6032,0.6151,0.5
MLP_s289_a0.001_lr0.0005,0.6167,0.6522,0.6032,0.6151,0.5
MLP_s98_a0.01_lr0.001,0.6167,0.6522,0.4921,0.6151,0.49
MLP_s98_a0.001_lr0.001,0.6167,0.6522,0.4841,0.6151,0.49
MLP_s98_a0.05_lr0.001,0.6167,0.6522,0.4841,0.6151,0.49
K80|adasyn|a0.01|s0,0.6167,0.6522,0.5079,0.6151,0.45
K80|adasyn|a0.01|s42,0.6167,0.6522,0.5317,0.6151,0.5
K80|adasyn|a0.001|s0,0.6167,0.6522,0.5,0.6151,0.45
K80|adasyn|a0.001|s42,0.6167,0.6522,0.5317,0.6151,0.51
MLP_s202_a0.05_lr0.001,0.6167,0.6522,0.5476,0.6151,0.5
K80|adasyn|a0.05|s0,0.6167,0.6522,0.4841,0.6151,0.45
K80|adasyn|a0.05|s42,0.6167,0.6522,0.5317,0.6151,0.5
K90|adasyn|a0.01|s42,0.6167,0.6522,0.4921,0.6151,0.36
K90|adasyn|a0.001|s42,0.6167,0.6522,0.4921,0.6151,0.36
MLP_s86_a0.001_lr0.0005,0.6167,0.6522,0.5556,0.6151,0.36
K90|adasyn|a0.05|s42,0.6167,0.6522,0.5079,0.6151,0.36
MLP_s80_a0.05_lr0.001,0.6167,0.6522,0.5635,0.6151,0.45
K100|border|a0.05|s76,0.6167,0.6522,0.5476,0.6151,0.54
K100|border|a0.01|s76,0.6167,0.6522,0.5397,0.6151,0.54
K100|border|a0.001|s76,0.6167,0.6522,0.5476,0.6151,0.54
MLP_s79_a0.01_lr0.0005,0.6167,0.6522,0.5238,0.6151,0.52
MLP_s79_a0.001_lr0.0005,0.6167,0.6522,0.5238,0.6151,0.52
K100|adasyn|a0.01|s99,0.6167,0.6522,0.5397,0.6151,0.63
K100|adasyn|a0.001|s99,0.6167,0.6522,0.5476,0.6151,0.63
MLP_s202_a0.01_lr0.001,0.6167,0.6522,0.5476,0.6151,0.5
MLP_s202_a0.001_lr0.001,0.6167,0.6522,0.5317,0.6151,0.49
MLP_s76_a0.05_lr0.0005,0.6167,0.6522,0.5,0.6151,0.52
MLP_s76_a0.01_lr0.0005,0.6167,0.6522,0.5,0.6151,0.52
MLP_s74_a0.05_lr0.001,0.6167,0.6522,0.5317,0.6151,0.43
MLP_s74_a0.05_lr0.0005,0.6167,0.6522,0.5238,0.6151,0.44
K100|adasyn|a0.05|s99,0.6167,0.6522,0.5397,0.6151,0.62
MLP_s79_a0.05_lr0.0005,0.6167,0.6522,0.5238,0.6151,0.52
MLP_s74_a0.01_lr0.001,0.6167,0.6522,0.5317,0.6151,0.43
MLP_s74_a0.01_lr0.0005,0.6167,0.6522,0.5238,0.6151,0.44
MLP_s74_a0.001_lr0.001,0.6167,0.6522,0.5317,0.6151,0.43
MLP_s74_a0.001_lr0.0005,0.6167,0.6522,0.5238,0.6151,0.44
K110|border|a0.001|s76,0.6167,0.6522,0.5397,0.6151,0.53
MLP_s64_a0.01_lr0.001,0.6167,0.6522,0.5556,0.6151,0.47
K120|tomek|a0.001|s76,0.6167,0.6522,0.5397,0.6151,0.5
MLP_s54_a0.05_lr0.0005,0.6167,0.6522,0.5079,0.6151,0.53
MLP_s54_a0.01_lr0.0005,0.6167,0.6522,0.5238,0.6151,0.52
MLP_s54_a0.001_lr0.0005,0.6167,0.6522,0.5159,0.6151,0.52
K120|tomek|a0.05|s76,0.6167,0.6522,0.5476,0.6151,0.5
MLP_s50_a0.05_lr0.001,0.6167,0.6522,0.5317,0.6151,0.5
MLP_s50_a0.05_lr0.0005,0.6167,0.6522,0.5317,0.6151,0.5
K120|tomek|a0.01|s76,0.6167,0.6522,0.5317,0.6151,0.5
MLP_s50_a0.01_lr0.001,0.6167,0.6522,0.5317,0.6151,0.49
MLP_s50_a0.01_lr0.0005,0.6167,0.6522,0.5317,0.6151,0.5
MLP_s50_a0.001_lr0.001,0.6167,0.6522,0.5397,0.6151,0.5
MLP_s50_a0.001_lr0.0005,0.6167,0.6522,0.5317,0.6151,0.5
MLP_s49_a0.01_lr0.001,0.6167,0.6522,0.5317,0.6151,0.56
MLP_s49_a0.001_lr0.0005,0.6167,0.6522,0.5079,0.6151,0.57
K130|smote|a0.05|s99,0.6167,0.6522,0.5635,0.6151,0.44
K130|smote|a0.01|s99,0.6167,0.6522,0.5635,0.6151,0.46
K130|smote|a0.001|s99,0.6167,0.6522,0.5635,0.6151,0.45
MLP_s43_a0.05_lr0.0005,0.6167,0.6522,0.4841,0.6151,0.46
K200|enn|a0.01|s42,0.6167,0.6522,0.5238,0.6151,0.6
K200|enn|a0.001|s42,0.6167,0.6522,0.5238,0.6151,0.6
MLP_s162_a0.001_lr0.001,0.6167,0.6522,0.5873,0.6151,0.51
MLP_s18_a0.05_lr0.0005,0.6167,0.6522,0.4762,0.6151,0.47
K200|enn|a0.05|s42,0.6167,0.6522,0.5238,0.6151,0.6
MLP_s18_a0.01_lr0.0005,0.6167,0.6522,0.4762,0.6151,0.46
MLP_s18_a0.001_lr0.001,0.6167,0.6522,0.4206,0.6151,0.49
MLP_s18_a0.001_lr0.0005,0.6167,0.6522,0.4683,0.6151,0.47
MLP_s13_a0.01_lr0.001,0.6167,0.6522,0.5794,0.6151,0.58
SM_K100|smote|s99|a0.01,0.6167,0.6522,0.5079,0.6151,0.52
SM_K100|smote|s99|a0.001,0.6167,0.6522,0.5079,0.6151,0.52
SM_K100|smote|s76|a0.05,0.6167,0.6522,0.5556,0.6151,0.34
SM_K100|smote|s76|a0.01,0.6167,0.6522,0.5635,0.6151,0.34
SM_K100|smote|s76|a0.001,0.6167,0.6522,0.5556,0.6151,0.34
SM_K100|border|s99|a0.05,0.6167,0.6522,0.5079,0.6151,0.51
SM_K100|border|s99|a0.01,0.6167,0.6522,0.5079,0.6151,0.51
SM_K100|border|s99|a0.001,0.6167,0.6522,0.5079,0.6151,0.51
SM_K100|smote|s99|a0.05,0.6167,0.6522,0.5079,0.6151,0.52
MLP_s166_a0.05_lr0.001,0.6167,0.6522,0.5476,0.6151,0.55
MLP_s0_a0.05_lr0.001,0.6167,0.6522,0.5,0.6151,0.52
K70|tomek|a0.001|s13,0.6087,0.6087,0.5714,0.6389,0.38
MLP_s100_a0.05_lr0.0005,0.6087,0.6087,0.5159,0.6389,0.45
K70|enn|a0.05|s42,0.6087,0.6087,0.5714,0.6389,0.74
K70|enn|a0.01|s42,0.6087,0.6087,0.5714,0.6389,0.75
K70|enn|a0.001|s42,0.6087,0.6087,0.5556,0.6389,0.74
K70|tomek|a0.05|s13,0.6087,0.6087,0.5635,0.6389,0.38
K90|smote|a0.01|s76,0.6087,0.6087,0.5238,0.6389,0.39
K90|smote|a0.001|s76,0.6087,0.6087,0.5317,0.6389,0.39
K80|enn|a0.05|s76,0.6087,0.6087,0.6111,0.6389,0.83
MLP_s227_a0.001_lr0.001,0.6087,0.6087,0.5159,0.6389,0.21
MLP_s102_a0.05_lr0.001,0.6087,0.6087,0.5079,0.6389,0.1
MLP_s102_a0.01_lr0.001,0.6087,0.6087,0.5,0.6389,0.1
MLP_s102_a0.001_lr0.001,0.6087,0.6087,0.5159,0.6389,0.1
K90|border|a0.05|s42,0.6087,0.6087,0.6032,0.6389,0.41
K90|border|a0.01|s42,0.6087,0.6087,0.6032,0.6389,0.41
K90|border|a0.001|s42,0.6087,0.6087,0.6032,0.6389,0.41
K90|smote|a0.05|s76,0.6087,0.6087,0.5397,0.6389,0.39
MLP_s177_a0.05_lr0.0005,0.6087,0.6087,0.5238,0.6389,0.19
MLP_s174_a0.05_lr0.001,0.6087,0.6087,0.5635,0.6389,0.35
MLP_s297_a0.05_lr0.001,0.6087,0.6087,0.4921,0.6389,0.17
MLP_s297_a0.01_lr0.001,0.6087,0.6087,0.5079,0.6389,0.16
MLP_s297_a0.001_lr0.001,0.6087,0.6087,0.5079,0.6389,0.17
K110|smote|a0.01|s42,0.6087,0.6087,0.5476,0.6389,0.1
K110|smote|a0.001|s42,0.6087,0.6087,0.5476,0.6389,0.1
K120|border|a0.05|s76,0.6087,0.6087,0.5635,0.6389,0.37
K120|border|a0.01|s76,0.6087,0.6087,0.5714,0.6389,0.37
K120|border|a0.001|s76,0.6087,0.6087,0.5635,0.6389,0.37
MLP_s56_a0.01_lr0.0005,0.6087,0.6087,0.5635,0.6389,0.42
MLP_s46_a0.01_lr0.0005,0.6087,0.6087,0.5556,0.6389,0.18
MLP_s287_a0.001_lr0.001,0.6087,0.6087,0.5,0.6389,0.16
